candidate_id,preferred_domain,skills,num_skills,experience_years,education,has_certification
C0288,Banking/Fintech Software,"Java, SQL, Spring Boot",3,3.2,BCA,1
C0289,Data & ML,"Excel, Machine Learning, Python",3,7.0,BCA,1
C0290,Cloud & DevOps,"AWS, Linux, Terraform",3,8.7,B.Tech,1
C0291,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,15.0,BCA,0
C0292,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,0.1,BCA,0
C0293,Web Development,"Angular, CSS, Django, HTML, JavaScript, PHP",6,0.4,M.Tech,1
C0294,Mobile Development,"Flutter, Java, Kotlin, Objective-C, Swift",5,5.9,B.Sc,0
C0295,Cloud & DevOps,"CI/CD, Docker, Kubernetes, Linux",4,3.1,BCA,0
C0296,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Linux, Terraform",6,0.4,B.Tech,1
C0297,Web Development,"Angular, CSS, Django, JavaScript, PHP, React",6,1.7,M.Tech,0
C0298,Web Development,"CSS, Django, JavaScript, Node.js, PHP, React",6,2.3,MCA,0
C0299,Healthcare IT,"HL7, Java, Python, SQL",4,2.2,M.Tech,1
C0300,Cloud & DevOps,"AWS, Azure, CI/CD, Linux",4,0.1,B.Sc,0
C0301,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Python, SQL",5,0.6,B.Tech,1
C0302,Cloud & DevOps,"AWS, Azure, Docker, Kubernetes, Linux",5,15.0,B.Tech,1
C0303,Mobile Development,"Flutter, Objective-C, React Native",3,0.1,M.Tech,0
C0304,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Linux, Terraform",6,12.4,MCA,0
C0305,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,2.2,MCA,0
C0306,Healthcare IT,"FHIR, Java, Python",3,1.3,B.Tech,0
C0307,Web Development,"CSS, JavaScript, Node.js, PHP",4,2.7,B.Tech,1
C0308,Data & ML,"Machine Learning, Pandas, Power BI, SQL, TensorFlow",5,1.7,B.Tech,1
C0309,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,9.4,MCA,0
C0310,Cloud & DevOps,"AWS, CI/CD, Docker, Kubernetes, Linux, Terraform",6,1.6,B.Sc,1
C0311,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,7.0,Diploma,1
C0312,Banking/Fintech Software,"Core Banking Systems, Java, Kubernetes, REST APIs, SQL, Spring Boot",6,0.8,Diploma,1
C0313,Data & ML,"Pandas, SQL, TensorFlow",3,5.3,B.Tech,0
C0314,Web Development,"Django, PHP, React",3,0.7,B.Tech,1
C0315,Cloud & DevOps,"AWS, Kubernetes, Linux, Terraform",4,4.8,BCA,0
C0316,Banking/Fintech Software,"Core Banking Systems, SQL, Spring Boot",3,7.9,Diploma,0
C0317,Web Development,"CSS, HTML, JavaScript, Node.js",4,2.2,M.Tech,1
C0318,Web Development,"CSS, Django, HTML, Node.js, PHP",5,5.1,B.Tech,0
C0319,Cloud & DevOps,"Azure, CI/CD, Kubernetes, Linux, Terraform",5,0.1,B.Sc,1
C0320,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,6.3,B.Tech,0
C0321,Mobile Development,"Java, Kotlin, Objective-C",3,0.1,B.Sc,0
C0322,Web Development,"Angular, CSS, Django, HTML, JavaScript",5,3.2,BCA,0
C0323,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,0.9,B.Tech,1
C0324,Banking/Fintech Software,"Core Banking Systems, Java, Linux, REST APIs, SQL, Spring Boot",6,2.1,B.Tech,0
C0325,Data & ML,"Machine Learning, Python, TensorFlow",3,6.7,Diploma,0
C0326,Mobile Development,"Java, Kotlin, React Native",3,2.0,BCA,1
C0327,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,3.3,M.Tech,1
C0328,Data & ML,"Pandas, Power BI, Python",3,6.3,MCA,1
C0329,Cloud & DevOps,"AWS, Docker, Terraform",3,0.5,B.Tech,0
C0330,Cloud & DevOps,"AWS, Docker, Linux",3,3.6,BCA,1
C0331,Mobile Development,"Flutter, Java, Objective-C, Swift",4,0.6,B.Sc,1
C0332,Web Development,"Angular, JavaScript, Node.js",3,0.1,B.Sc,0
C0333,Healthcare IT,"FHIR, HL7, Java, Python, SQL",5,0.8,Diploma,0
C0334,Mobile Development,"Flutter, Kotlin, Objective-C, React Native",4,5.4,M.Tech,0
C0335,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,0.3,B.Tech,0
C0336,Banking/Fintech Software,"Core Banking Systems, Java, PHP, REST APIs, SQL, Spring Boot",6,0.9,BCA,0
C0337,Web Development,"HTML, JavaScript, Node.js, PHP, React",5,0.4,B.Tech,0
C0338,Data & ML,"Excel, Pandas, Power BI",3,9.9,B.Tech,1
C0339,Cloud & DevOps,"Azure, Docker, Kubernetes, Terraform",4,4.2,MCA,0
C0340,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, React, SQL, Spring Boot",6,0.2,B.Tech,1
C0341,Banking/Fintech Software,"Java, REST APIs, SQL, Spring Boot",4,3.7,M.Tech,0
C0342,Web Development,"Angular, Django, JavaScript, Node.js, PHP, React",6,0.1,B.Sc,1
C0343,Healthcare IT,"FHIR, HIPAA Compliance, Python",3,1.8,BCA,0
C0344,Cloud & DevOps,"AWS, Azure, Docker, Kubernetes, Linux, Terraform",6,0.1,B.Tech,0
C0345,Web Development,"Angular, CSS, HTML, JavaScript, PHP",5,5.1,B.Tech,0
C0346,Mobile Development,"Flutter, Java, Kotlin, Objective-C",4,1.0,Diploma,0
C0347,Web Development,"Node.js, PHP, React",3,5.8,M.Tech,1
C0348,Cloud & DevOps,"AWS, CI/CD, Docker, Kubernetes, Linux",5,0.7,B.Tech,1
C0349,Mobile Development,"Kotlin, Objective-C, React Native, Swift",4,0.4,B.Sc,1
C0350,Data & ML,"Excel, Machine Learning, Pandas, Python, SQL, TensorFlow",6,1.7,Diploma,0
C0351,Data & ML,"Excel, Machine Learning, Power BI, Python, SQL",5,10.0,MCA,0
C0352,Web Development,"Angular, HTML, JavaScript, PHP, React",5,1.6,B.Sc,0
C0353,Cloud & DevOps,"Docker, Kubernetes, Linux",3,0.7,B.Sc,1
C0354,Mobile Development,"Flutter, Java, Kotlin, Swift",4,6.0,M.Tech,1
C0355,Web Development,"HTML, JavaScript, PHP, React",4,0.7,B.Tech,0
C0356,Mobile Development,"Flutter, Kotlin, Objective-C, React Native, Swift",5,5.6,MCA,1
C0357,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,1.0,Diploma,1
C0358,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Linux, Terraform",6,4.8,M.Tech,0
C0359,Data & ML,"Machine Learning, Python, TensorFlow",3,2.8,B.Tech,0
C0360,Banking/Fintech Software,"CSS, Core Banking Systems, Java, REST APIs, SQL, Spring Boot",6,2.0,B.Tech,0
C0361,Cloud & DevOps,"Kubernetes, Linux, Terraform",3,2.7,M.Tech,1
C0362,Banking/Fintech Software,"Core Banking Systems, REST APIs, SQL",3,0.0,B.Tech,0
C0363,Web Development,"Django, HTML, JavaScript, Node.js",4,11.0,MCA,1
C0364,Data & ML,"Pandas, Power BI, TensorFlow",3,5.9,MCA,0
C0365,Cloud & DevOps,"Azure, CI/CD, Linux, Terraform",4,4.1,B.Tech,0
C0366,Mobile Development,"Flutter, Java, Kotlin, Objective-C",4,0.5,M.Tech,1
C0367,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,1.3,MCA,1
C0368,Cloud & DevOps,"AWS, CI/CD, Docker",3,2.2,B.Tech,0
C0369,Cloud & DevOps,"Azure, CI/CD, Terraform",3,5.2,B.Tech,0
C0370,Cloud & DevOps,"AWS, Azure, Docker, Terraform",4,2.5,BCA,1
C0371,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, Spring Boot",4,0.1,BCA,1
C0372,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs",3,3.7,B.Tech,1
C0373,Web Development,"Angular, CSS, Django, Node.js, React",5,2.8,B.Tech,1
C0374,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,3.8,B.Sc,0
C0375,Mobile Development,"Flutter, Kotlin, Objective-C, React Native, Swift",5,2.0,BCA,0
C0376,Healthcare IT,"FHIR, HL7, Java, Python",4,5.1,M.Tech,1
C0377,Data & ML,"Machine Learning, Pandas, SQL",3,0.5,M.Tech,1
C0378,Banking/Fintech Software,"Core Banking Systems, Java, Python, REST APIs, SQL, Spring Boot",6,0.9,B.Tech,1
C0379,Mobile Development,"Flutter, Java, React Native, Swift",4,1.2,M.Tech,1
C0380,Mobile Development,"Flutter, Kotlin, Swift",3,4.7,BCA,0
C0381,Data & ML,"Excel, Python, SQL, TensorFlow",4,0.1,BCA,0
C0382,Cloud & DevOps,"AWS, Azure, CI/CD, Kubernetes, Linux, Terraform",6,11.0,BCA,0
C0383,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,0.7,M.Tech,0
C0384,Data & ML,"Machine Learning, Pandas, Python, SQL, TensorFlow",5,1.9,B.Sc,1
C0385,Banking/Fintech Software,"Core Banking Systems, Java, Spring Boot",3,5.6,BCA,1
C0386,Banking/Fintech Software,"Core Banking Systems, Java, SQL, Spring Boot",4,13.2,B.Tech,1
C0387,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python, TensorFlow",6,2.7,B.Tech,0
C0388,Web Development,"CSS, Django, JavaScript, Node.js, PHP, React",6,6.2,Diploma,0
C0389,Web Development,"Angular, HTML, Node.js, PHP",4,14.5,B.Tech,0
C0390,Mobile Development,"Flutter, Java, Objective-C, React Native, Swift",5,2.9,BCA,1
C0391,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,4.5,M.Tech,1
C0392,Web Development,"Angular, Django, JavaScript, PHP",4,0.8,Diploma,0
C0393,Cloud & DevOps,"Azure, Linux, Terraform",3,0.2,M.Tech,0
C0394,Banking/Fintech Software,"Core Banking Systems, REST APIs, SQL",3,1.8,M.Tech,0
C0395,Web Development,"CSS, Django, HTML, JavaScript",4,0.3,BCA,0
C0396,Data & ML,"Excel, Machine Learning, Pandas, Power BI, SQL, TensorFlow",6,0.9,BCA,0
C0397,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,2.7,B.Tech,0
C0398,Healthcare IT,"FHIR, HL7, Java, Python, SQL",5,0.8,B.Tech,0
C0399,Cloud & DevOps,"AWS, Docker, Kubernetes, Terraform",4,1.8,BCA,0
C0400,Healthcare IT,"HIPAA Compliance, HL7, Python",3,0.9,BCA,1
C0401,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Linux, Terraform",6,1.3,B.Tech,1
C0402,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,3.3,M.Tech,1
C0403,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,1.8,B.Sc,0
C0404,Cloud & DevOps,"Azure, CI/CD, Kubernetes, Linux, Terraform",5,0.4,B.Tech,0
C0405,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,0.8,B.Tech,1
C0406,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,1.8,Diploma,0
C0407,Cloud & DevOps,"Azure, CI/CD, Kubernetes",3,2.6,BCA,0
C0408,Cloud & DevOps,"CI/CD, Docker, Kubernetes, Terraform",4,10.1,B.Tech,1
C0409,Mobile Development,"Flutter, Java, React Native, Swift",4,10.8,BCA,0
C0410,Cloud & DevOps,"Azure, CI/CD, Docker, Kubernetes, Linux",5,2.0,BCA,0
C0411,Data & ML,"Excel, Machine Learning, Power BI, Python, SQL, TensorFlow",6,0.4,B.Tech,1
C0412,Data & ML,"Excel, Machine Learning, Power BI, Python, SQL, TensorFlow",6,3.4,Diploma,0
C0413,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,0.5,B.Tech,1
C0414,Mobile Development,"Java, Kotlin, Objective-C, React Native, Swift",5,3.5,B.Sc,1
C0415,Mobile Development,"Flutter, Java, Objective-C, React Native",4,0.1,B.Tech,1
C0416,Web Development,"Angular, CSS, HTML, Node.js, React",5,2.5,B.Tech,1
C0417,Data & ML,"Machine Learning, Pandas, Power BI, Python",4,7.5,BCA,1
C0418,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Python",4,1.5,BCA,0
C0419,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,0.5,BCA,0
C0420,Healthcare IT,"FHIR, HIPAA Compliance, HL7",3,1.6,B.Sc,1
C0421,Banking/Fintech Software,"Core Banking Systems, Java, Spring Boot",3,1.0,B.Tech,1
C0422,Mobile Development,"Flutter, Java, Kotlin, Objective-C",4,1.2,BCA,1
C0423,Healthcare IT,"FHIR, HL7, Java, SQL",4,6.3,B.Tech,1
C0424,Banking/Fintech Software,"Java, REST APIs, Spring Boot",3,0.4,M.Tech,0
C0425,Cloud & DevOps,"AWS, CI/CD, Kubernetes, Linux, Terraform",5,3.0,BCA,0
C0426,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,1.5,M.Tech,0
C0427,Mobile Development,"Kotlin, Objective-C, Swift",3,1.8,B.Tech,0
C0428,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,3.3,BCA,0
C0429,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,2.3,Diploma,1
C0430,Data & ML,"Machine Learning, Pandas, Power BI, Python, SQL, TensorFlow",6,0.1,B.Tech,0
C0431,Mobile Development,"Flutter, Kotlin, Objective-C, Swift",4,2.2,B.Tech,0
C0432,Data & ML,"Excel, Machine Learning, Pandas, Power BI, TensorFlow",5,4.3,B.Sc,1
C0433,Healthcare IT,"FHIR, HL7, Java, Python, SQL",5,2.2,B.Sc,0
C0434,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,3.1,B.Sc,0
C0435,Data & ML,"Excel, Machine Learning, Power BI, Python, TensorFlow",5,1.4,B.Tech,0
C0436,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Terraform",5,0.3,M.Tech,0
C0437,Data & ML,"Excel, Machine Learning, Pandas, Power BI, SQL, TensorFlow",6,3.3,Diploma,0
C0438,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot, Terraform",6,1.1,BCA,1
C0439,Healthcare IT,"HL7, Java, SQL",3,11.3,B.Sc,0
C0440,Web Development,"Angular, CSS, Node.js, PHP, React",5,3.4,B.Tech,0
C0441,Cloud & DevOps,"AWS, CI/CD, Docker, Kubernetes, Linux",5,1.0,MCA,0
C0442,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,9.9,M.Tech,1
C0443,Data & ML,"Pandas, SQL, TensorFlow",3,1.4,M.Tech,0
C0444,Data & ML,"Excel, Python, TensorFlow",3,2.8,B.Sc,1
C0445,Data & ML,"Machine Learning, Power BI, Python",3,4.7,BCA,0
C0446,Data & ML,"Machine Learning, Python, SQL",3,5.5,Diploma,0
C0447,Banking/Fintech Software,"Java, REST APIs, SQL, Spring Boot",4,0.9,B.Tech,1
C0448,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,1.7,BCA,0
C0449,Cloud & DevOps,"Azure, CI/CD, Docker, Kubernetes, Linux, Terraform",6,0.5,M.Tech,0
C0450,Data & ML,"Excel, Pandas, Power BI",3,4.0,B.Sc,0
C0451,Web Development,"Django, JavaScript, Node.js",3,0.6,B.Tech,0
C0452,Web Development,"Angular, CSS, JavaScript, PHP, React",5,2.4,B.Tech,0
C0453,Healthcare IT,"FHIR, HL7, Java",3,0.2,B.Tech,0
C0454,Cloud & DevOps,"CI/CD, Docker, Kubernetes, Linux, Terraform",5,3.6,M.Tech,0
C0455,Data & ML,"Excel, Pandas, Power BI, SQL, TensorFlow",5,3.9,B.Tech,0
C0456,Mobile Development,"Flutter, Kotlin, React Native, Swift",4,0.3,MCA,0
C0457,Healthcare IT,"HIPAA Compliance, HL7, Java, Python, SQL",5,4.4,B.Tech,1
C0458,Web Development,"Angular, CSS, HTML, Node.js, PHP, React",6,0.6,B.Tech,0
C0459,Healthcare IT,"HL7, Java, Python",3,2.9,M.Tech,1
C0460,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,4.8,B.Tech,0
C0461,Healthcare IT,"HIPAA Compliance, HL7, Java, SQL",4,2.7,BCA,0
C0462,Cloud & DevOps,"Azure, CI/CD, Linux, Terraform",4,1.2,BCA,1
C0463,Data & ML,"Excel, Machine Learning, Python, SQL",4,1.4,Diploma,0
C0464,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,0.2,BCA,1
C0465,Banking/Fintech Software,"Core Banking Systems, SQL, Spring Boot",3,3.0,MCA,0
C0466,Mobile Development,"Kotlin, Objective-C, React Native, Swift",4,0.3,M.Tech,1
C0467,Data & ML,"Excel, Machine Learning, SQL",3,1.1,Diploma,0
C0468,Healthcare IT,"FHIR, HL7, Python, SQL",4,0.8,B.Tech,0
C0469,Data & ML,"Pandas, Power BI, TensorFlow",3,4.0,MCA,0
C0470,Mobile Development,"Flutter, Kotlin, React Native, Swift",4,2.2,BCA,0
C0471,Cloud & DevOps,"AWS, Docker, Kubernetes, Linux, Terraform",5,6.0,BCA,0
C0472,Banking/Fintech Software,"CSS, Core Banking Systems, Java, REST APIs, SQL, Spring Boot",6,3.7,B.Tech,0
C0473,Mobile Development,"Java, Kotlin, Objective-C, React Native",4,1.3,B.Tech,0
C0474,Mobile Development,"Flutter, Objective-C, Swift",3,2.4,B.Tech,0
C0475,Mobile Development,"Flutter, Java, Kotlin, React Native, Swift",5,8.6,B.Sc,0
C0476,Data & ML,"Machine Learning, Power BI, SQL, TensorFlow",4,2.1,Diploma,1
C0477,Data & ML,"Machine Learning, Pandas, Power BI, TensorFlow",4,2.1,B.Tech,0
C0478,Cloud & DevOps,"CI/CD, Docker, Kubernetes",3,1.4,B.Sc,1
C0479,Data & ML,"Machine Learning, Pandas, Power BI, Python",4,0.5,B.Tech,1
C0480,Mobile Development,"Flutter, Java, Kotlin, Objective-C, Swift",5,1.5,B.Tech,1
C0481,Healthcare IT,"FHIR, HL7, Python, SQL",4,9.5,BCA,1
C0482,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, Spring Boot",4,0.4,B.Sc,1
C0483,Mobile Development,"Kotlin, Objective-C, React Native, Swift",4,0.4,B.Sc,1
C0484,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,2.1,B.Tech,0
C0485,Data & ML,"Machine Learning, Power BI, SQL",3,0.4,M.Tech,0
C0486,Mobile Development,"Flutter, Java, Kotlin, React Native, Swift",5,9.9,M.Tech,1
C0487,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,2.7,Diploma,1
C0488,Mobile Development,"Flutter, Objective-C, React Native",3,0.3,BCA,0
C0489,Healthcare IT,"FHIR, HIPAA Compliance, HL7, SQL",4,2.8,B.Tech,0
C0490,Data & ML,"Machine Learning, Python, TensorFlow",3,4.6,M.Tech,0
C0491,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python, SQL",5,4.2,BCA,0
C0492,Web Development,"Angular, Django, HTML, PHP, React",5,0.8,B.Tech,0
C0493,Web Development,"Angular, Django, HTML, JavaScript",4,0.9,B.Tech,1
C0494,Banking/Fintech Software,"Core Banking Systems, Java, Spring Boot",3,2.1,Diploma,1
C0495,Web Development,"Angular, CSS, Django, JavaScript, PHP",5,0.7,B.Tech,1
C0496,Cloud & DevOps,"AWS, Docker, Kubernetes, Linux",4,1.7,B.Tech,1
C0497,Data & ML,"Pandas, Power BI, SQL, TensorFlow",4,3.2,B.Tech,0
C0498,Cloud & DevOps,"AWS, CI/CD, Linux, Terraform",4,5.3,MCA,1
C0499,Data & ML,"Excel, Pandas, Power BI, TensorFlow",4,0.9,B.Tech,0
C0500,Web Development,"CSS, Django, HTML, Node.js",4,0.9,MCA,0
C0501,Data & ML,"Excel, Machine Learning, Pandas, Python, TensorFlow",5,2.9,B.Tech,1
C0502,Web Development,"CSS, Node.js, React",3,11.2,B.Sc,1
C0503,Banking/Fintech Software,"Azure, Core Banking Systems, Java, REST APIs, SQL, Spring Boot",6,1.4,B.Tech,1
C0504,Mobile Development,"Flutter, React Native, Swift",3,5.6,B.Tech,0
C0505,Banking/Fintech Software,"Core Banking Systems, Java, JavaScript, REST APIs, SQL, Spring Boot",6,6.0,B.Tech,1
C0506,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,1.4,B.Tech,0
C0507,Banking/Fintech Software,"Core Banking Systems, Java, SQL",3,9.4,B.Tech,0
C0508,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python, SQL",6,1.1,BCA,0
C0509,Healthcare IT,"Java, Python, SQL",3,1.0,Diploma,0
C0510,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,1.9,BCA,1
C0511,Web Development,"Angular, CSS, Django, HTML, PHP",5,1.8,B.Tech,1
C0512,Cloud & DevOps,"Azure, CI/CD, Kubernetes, Linux, Terraform",5,2.2,B.Tech,1
C0513,Cloud & DevOps,"AWS, Linux, Terraform",3,1.8,B.Tech,0
C0514,Cloud & DevOps,"AWS, Docker, Kubernetes, Linux, Terraform",5,3.8,B.Tech,0
C0515,Web Development,"Angular, HTML, JavaScript, Node.js, PHP, React",6,0.1,M.Tech,0
C0516,Web Development,"Angular, CSS, HTML, JavaScript, PHP",5,1.1,B.Tech,1
C0517,Data & ML,"Excel, Machine Learning, Pandas, Python, TensorFlow",5,4.6,B.Tech,0
C0518,Healthcare IT,"FHIR, HIPAA Compliance, Java",3,3.2,MCA,0
C0519,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python",4,0.3,M.Tech,1
C0520,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Kubernetes, Terraform",6,4.4,BCA,0
C0521,Cloud & DevOps,"AWS, Docker, Kubernetes, Linux",4,0.0,B.Tech,0
C0522,Cloud & DevOps,"Azure, Docker, Kubernetes",3,3.1,M.Tech,0
C0523,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, Spring Boot",4,1.2,B.Tech,0
C0524,Mobile Development,"Flutter, Kotlin, React Native, Swift",4,2.8,BCA,1
C0525,Banking/Fintech Software,"Core Banking Systems, Excel, Java, REST APIs, SQL, Spring Boot",6,2.9,B.Tech,0
C0526,Cloud & DevOps,"Azure, CI/CD, Docker",3,7.9,B.Tech,0
C0527,Data & ML,"Excel, Machine Learning, Pandas, Power BI, SQL",5,2.4,B.Tech,0
C0528,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,0.8,B.Tech,0
C0529,Data & ML,"Machine Learning, Python, SQL, TensorFlow",4,0.0,Diploma,1
C0530,Banking/Fintech Software,"Java, REST APIs, SQL, Spring Boot",4,5.9,B.Sc,1
C0531,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python",4,3.0,B.Tech,1
C0532,Healthcare IT,"HIPAA Compliance, HL7, Java, Python",4,3.9,MCA,1
C0533,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Python, SQL",5,1.2,MCA,0
C0534,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,0.1,B.Tech,0
C0535,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,0.3,Diploma,0
C0536,Healthcare IT,"HIPAA Compliance, HL7, Java, Python, SQL",5,5.5,MCA,0
C0537,Healthcare IT,"FHIR, HIPAA Compliance, SQL",3,4.1,BCA,0
C0538,Healthcare IT,"FHIR, HL7, Java, Python, SQL",5,3.5,B.Sc,1
C0539,Web Development,"Angular, CSS, Django, HTML, JavaScript, React",6,1.7,B.Tech,0
C0540,Cloud & DevOps,"AWS, Azure, CI/CD, Kubernetes, Linux, Terraform",6,0.8,MCA,1
C0541,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python, TensorFlow",6,0.6,B.Sc,1
C0542,Cloud & DevOps,"Docker, Kubernetes, Linux",3,2.4,MCA,1
C0543,Mobile Development,"Flutter, Java, Kotlin, React Native, Swift",5,3.5,B.Tech,0
C0544,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python, SQL",6,0.0,MCA,0
C0545,Web Development,"CSS, HTML, JavaScript",3,0.0,MCA,1
C0546,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,1.2,B.Tech,0
C0547,Cloud & DevOps,"AWS, Azure, CI/CD, Kubernetes, Linux, Terraform",6,2.1,B.Tech,0
C0548,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,3.8,B.Sc,0
C0549,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs",3,3.3,B.Tech,0
C0550,Healthcare IT,"FHIR, HIPAA Compliance, Python, SQL",4,2.9,B.Tech,1
C0551,Web Development,"Angular, CSS, Django, JavaScript, Node.js, PHP",6,1.5,B.Sc,0
C0552,Mobile Development,"Flutter, Kotlin, Objective-C, React Native, Swift",5,0.2,BCA,0
C0553,Banking/Fintech Software,"Core Banking Systems, Java, PHP, REST APIs, SQL, Spring Boot",6,0.2,M.Tech,0
C0554,Cloud & DevOps,"Azure, CI/CD, Docker, Kubernetes, Linux",5,0.9,B.Sc,0
C0555,Healthcare IT,"HIPAA Compliance, HL7, Java, SQL",4,0.5,BCA,1
C0556,Mobile Development,"Flutter, Kotlin, React Native, Swift",4,3.7,MCA,0
C0557,Web Development,"Angular, CSS, Django, JavaScript, Node.js, React",6,1.4,B.Tech,1
C0558,Banking/Fintech Software,"Core Banking Systems, REST APIs, Spring Boot",3,0.3,B.Tech,0
C0559,Mobile Development,"Flutter, Java, Kotlin, React Native, Swift",5,4.4,MCA,0
C0560,Data & ML,"Machine Learning, Power BI, SQL",3,1.6,BCA,1
C0561,Cloud & DevOps,"AWS, Azure, CI/CD, Kubernetes, Linux",5,3.5,Diploma,1
C0562,Web Development,"Angular, CSS, Django, PHP, React",5,2.5,BCA,0
C0563,Data & ML,"Excel, Pandas, Power BI",3,11.7,B.Tech,1
C0564,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Python",4,5.3,B.Tech,0
C0565,Banking/Fintech Software,"Core Banking Systems, Java, Spring Boot",3,4.6,B.Tech,1
C0566,Web Development,"Angular, CSS, Django, JavaScript",4,6.2,B.Sc,0
C0567,Mobile Development,"Java, Kotlin, Objective-C",3,1.7,Diploma,1
C0568,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL",4,0.3,MCA,0
C0569,Cloud & DevOps,"CI/CD, Docker, Linux",3,4.5,B.Tech,0
C0570,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL",4,2.8,B.Tech,1
C0571,Data & ML,"Excel, Machine Learning, Power BI, Python, SQL, TensorFlow",6,1.9,B.Tech,0
C0572,Cloud & DevOps,"AWS, Docker, Kubernetes, Terraform",4,1.0,B.Tech,0
C0573,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,4.6,Diploma,0
C0574,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,1.8,MCA,0
C0575,Banking/Fintech Software,"Core Banking Systems, SQL, Spring Boot",3,5.8,B.Tech,1
C0576,Healthcare IT,"HIPAA Compliance, HL7, Java, Python, SQL",5,0.4,M.Tech,0
