skill_match_ratio,jaccard_similarity,skill_overlap_count,skill_missing_count,skill_extra_count,experience_gap,same_domain,has_certification,education_level,domain_Banking/Fintech Software,domain_Cloud & DevOps,domain_Data & ML,domain_Healthcare IT,domain_Mobile Development,domain_Web Development,client_Banking,client_Enterprise,client_Healthcare,client_Startup,placed,days_to_place
0.33,0.143,1.0,2.0,4.0,-3.0,0,0,2,False,False,False,True,False,False,True,False,False,False,0,
0.6,0.429,3.0,2.0,2.0,2.0,1,0,2,False,False,True,False,False,False,False,True,False,False,0,
0.2,0.111,1.0,4.0,4.0,2.0,0,0,2,True,False,False,False,False,False,False,False,False,True,1,18.0
0.0,0.0,0.0,3.0,5.0,3.0,0,0,2,False,False,False,True,False,False,True,False,False,False,0,
0.2,0.1,1.0,4.0,5.0,-1.6,0,0,3,True,False,False,False,False,False,True,False,False,False,1,23.0
0.25,0.111,1.0,3.0,5.0,-0.6,0,0,3,True,False,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,6.0,-2.6,0,0,3,False,False,False,True,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,4.0,1.8,0,0,3,False,False,False,False,False,True,False,False,True,False,0,
0.0,0.0,0.0,3.0,4.0,1.8,0,0,3,True,False,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,4.0,-0.2,0,0,3,False,False,False,True,False,False,False,False,True,False,1,37.0
0.5,0.333,2.0,2.0,2.0,-0.2,1,0,3,False,False,False,False,False,True,False,False,True,False,0,
0.0,0.0,0.0,3.0,4.0,0.9,0,1,4,False,False,True,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,4.0,-0.6,0,1,4,False,True,False,False,False,False,False,False,False,True,0,
0.67,0.4,2.0,1.0,2.0,0.4,1,1,4,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,3.0,4.0,-6.0,0,1,3,False,False,False,True,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,4.0,-4.0,0,1,3,False,True,False,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,3.0,4.0,-6.0,0,1,3,False,False,True,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,4.0,-2.0,0,1,3,False,False,True,False,False,False,False,False,True,False,0,
0.33,0.143,1.0,2.0,4.0,-2.8,0,1,3,False,False,False,True,False,False,False,True,False,False,1,34.0
0.25,0.125,1.0,3.0,4.0,-0.8,0,1,3,False,False,False,False,True,False,False,False,True,False,0,
0.0,0.0,0.0,5.0,6.0,-6.6,0,1,3,False,False,False,False,False,True,True,False,False,False,0,
0.0,0.0,0.0,4.0,6.0,-1.6,0,1,3,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,5.0,6.0,-0.6,0,1,3,False,True,False,False,False,False,False,True,False,False,0,
0.25,0.111,1.0,3.0,5.0,-0.6,0,1,3,False,False,True,False,False,False,False,False,False,True,1,25.0
0.4,0.222,2.0,3.0,4.0,-2.0,0,0,1,True,False,False,False,False,False,False,False,False,True,0,
0.2,0.1,1.0,4.0,5.0,-3.0,0,0,1,False,False,True,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,6.0,-1.0,0,0,1,False,False,False,False,False,True,False,True,False,False,0,
0.4,0.222,2.0,3.0,4.0,-7.0,0,0,1,True,False,False,False,False,False,False,True,False,False,0,
0.4,0.286,2.0,3.0,2.0,-3.7,1,0,1,False,False,False,False,False,True,False,True,False,False,0,
0.33,0.167,1.0,2.0,3.0,2.8,1,0,1,False,False,False,False,False,True,False,False,False,True,0,
0.0,0.0,0.0,4.0,4.0,2.3,0,0,1,True,False,False,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,4.0,2.3,0,0,1,False,False,False,False,True,False,False,False,True,False,0,
1.0,0.667,4.0,0.0,2.0,1.4,1,0,2,False,False,False,False,False,True,False,True,False,False,1,6.0
0.0,0.0,0.0,3.0,6.0,-3.1,0,0,2,False,True,False,False,False,False,False,False,True,False,0,
0.0,0.0,0.0,5.0,4.0,-0.8,0,0,4,False,True,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,4.0,0.7,0,0,4,False,False,False,False,False,True,False,True,False,False,0,
0.25,0.143,1.0,3.0,3.0,0.2,0,0,4,True,False,False,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,3.0,1.3,0,1,4,False,False,False,False,False,True,False,False,True,False,1,22.0
0.0,0.0,0.0,5.0,3.0,1.3,0,1,4,False,False,True,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,5.0,4.0,1.6,0,0,3,False,False,False,True,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,4.0,-4.4,0,0,3,False,False,False,False,True,False,True,False,False,False,0,
0.0,0.0,0.0,5.0,4.0,0.6,0,0,3,False,False,False,True,False,False,True,False,False,False,0,
0.33,0.143,1.0,2.0,4.0,1.7,0,0,3,False,False,False,True,False,False,False,False,False,True,0,
0.5,0.286,2.0,2.0,3.0,-2.3,1,0,3,False,False,True,False,False,False,True,False,False,False,0,
0.2,0.111,1.0,4.0,4.0,0.7,0,0,3,True,False,False,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,3.0,3.0,-0.8,0,0,1,False,False,False,False,True,False,False,True,False,False,0,
0.0,0.0,0.0,4.0,3.0,-0.3,0,0,1,False,False,False,False,True,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,3.0,-0.8,0,0,1,False,False,True,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,3.0,-0.3,0,0,1,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,3.0,4.0,-2.7,0,0,3,False,True,False,False,False,False,False,True,False,False,0,
0.2,0.125,1.0,4.0,3.0,-0.7,0,0,3,False,False,False,True,False,False,False,True,False,False,0,
0.75,0.6,3.0,1.0,1.0,-4.7,1,0,3,False,False,True,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,4.0,-1.7,0,0,3,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,5.0,3.0,-4.3,0,0,4,False,True,False,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,3.0,-2.3,0,0,4,False,False,False,True,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,3.0,1.7,0,0,4,False,False,True,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,5.0,4.0,-4.7,0,1,2,False,False,False,False,False,True,False,False,False,True,0,
0.0,0.0,0.0,3.0,4.0,-0.7,0,1,2,False,False,False,True,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,4.0,-0.2,0,1,2,False,False,False,False,True,False,True,False,False,False,0,
0.75,0.6,3.0,1.0,1.0,-4.7,1,1,2,False,True,False,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,4.0,-0.6,0,1,4,True,False,False,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,4.0,-1.6,0,1,4,False,False,True,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,4.0,-2.6,0,1,4,False,False,False,False,True,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,4.0,-0.1,0,1,4,False,False,False,False,True,False,True,False,False,False,0,
0.0,0.0,0.0,5.0,6.0,-0.6,0,1,1,False,False,True,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,6.0,0.9,0,1,1,False,False,False,False,False,True,False,True,False,False,0,
0.2,0.1,1.0,4.0,5.0,-0.6,0,1,1,True,False,False,False,False,False,True,False,False,False,0,
0.33,0.125,1.0,2.0,5.0,-0.6,0,1,1,True,False,False,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,4.0,6.0,2.5,0,1,3,False,False,False,True,False,False,False,False,True,False,1,21.0
0.0,0.0,0.0,4.0,6.0,2.5,0,1,3,False,False,True,False,False,False,False,False,True,False,0,
1.0,0.667,4.0,0.0,2.0,2.5,1,1,3,False,False,False,False,False,True,False,True,False,False,1,10.0
0.0,0.0,0.0,5.0,6.0,2.5,0,1,3,False,False,True,False,False,False,True,False,False,False,0,
0.25,0.143,1.0,3.0,3.0,-0.2,0,0,2,False,False,False,False,True,False,True,False,False,False,0,
0.5,0.333,2.0,2.0,2.0,1.8,0,0,2,False,False,True,False,False,False,False,False,False,True,1,14.0
0.33,0.167,1.0,2.0,3.0,3.8,0,0,2,False,False,True,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,4.0,4.0,2.8,0,0,2,False,False,False,False,False,True,False,False,True,False,0,
0.6,0.429,3.0,2.0,2.0,2.8,1,0,4,False,True,False,False,False,False,False,True,False,False,1,6.0
0.0,0.0,0.0,4.0,5.0,0.3,0,0,4,False,False,True,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,5.0,1.3,0,0,4,True,False,False,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,3.0,-4.3,0,0,2,False,False,False,False,False,True,True,False,False,False,1,34.0
0.0,0.0,0.0,4.0,3.0,-2.3,0,0,2,False,True,False,False,False,False,True,False,False,False,1,27.0
0.0,0.0,0.0,5.0,3.0,-4.3,0,0,2,False,True,False,False,False,False,True,False,False,False,0,
1.0,0.5,3.0,0.0,3.0,0.4,1,0,4,False,False,False,True,False,False,True,False,False,False,1,20.0
1.0,0.833,5.0,0.0,1.0,-0.6,1,0,4,False,False,False,True,False,False,True,False,False,False,0,
0.0,0.0,0.0,3.0,5.0,-0.3,0,0,2,True,False,False,False,False,False,False,False,True,False,0,
0.0,0.0,0.0,5.0,5.0,-0.3,0,0,2,False,True,False,False,False,False,False,False,False,True,0,
1.0,0.6,3.0,0.0,2.0,1.2,1,0,2,False,False,False,True,False,False,False,False,False,True,0,
0.67,0.333,2.0,1.0,3.0,-1.3,1,0,2,False,False,False,True,False,False,False,False,True,False,1,23.0
0.25,0.125,1.0,3.0,4.0,0.5,0,1,4,True,False,False,False,False,False,False,False,False,True,0,
0.25,0.125,1.0,3.0,4.0,0.5,0,1,4,True,False,False,False,False,False,False,True,False,False,1,21.0
0.0,0.0,0.0,5.0,5.0,-4.7,0,0,4,False,False,False,False,False,True,True,False,False,False,0,
0.2,0.111,1.0,4.0,4.0,1.3,0,0,4,False,False,False,True,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,5.0,-2.7,0,0,4,False,False,True,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,5.0,-0.7,0,0,4,False,False,True,False,False,False,False,False,True,False,0,
0.0,0.0,0.0,5.0,5.0,0.2,0,1,3,False,True,False,False,False,False,False,True,False,False,0,
0.6,0.429,3.0,2.0,2.0,0.2,1,1,3,False,False,False,False,False,True,False,False,True,False,0,
0.25,0.167,1.0,3.0,2.0,0.1,0,0,4,False,False,True,False,False,False,True,False,False,False,0,
0.25,0.167,1.0,3.0,2.0,-0.9,0,0,4,False,False,False,False,True,False,False,True,False,False,0,
0.75,0.75,3.0,1.0,0.0,-2.9,1,0,4,True,False,False,False,False,False,False,False,True,False,1,19.0
0.0,0.0,0.0,4.0,3.0,-4.5,0,0,3,False,False,False,False,True,False,True,False,False,False,0,
0.0,0.0,0.0,5.0,3.0,-6.5,0,0,3,False,False,False,True,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,5.0,-2.5,0,1,3,False,False,False,False,False,True,False,False,True,False,0,
0.0,0.0,0.0,5.0,5.0,-0.5,0,1,3,False,False,False,True,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,5.0,-0.5,0,1,3,False,False,False,False,True,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,3.0,5.3,0,1,3,False,False,False,True,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,3.0,4.3,0,1,3,True,False,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,5.0,3.0,4.3,0,1,3,False,False,False,True,False,False,True,False,False,False,0,
0.0,0.0,0.0,3.0,5.0,-0.6,0,1,4,False,False,False,True,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,5.0,0.9,0,1,4,True,False,False,False,False,False,False,False,True,False,1,27.0
0.0,0.0,0.0,3.0,5.0,0.4,0,1,4,False,False,False,False,True,False,False,True,False,False,0,
0.8,0.667,4.0,1.0,1.0,3.8,1,0,3,False,False,False,False,True,False,False,False,True,False,1,28.0
0.0,0.0,0.0,4.0,5.0,3.8,0,0,3,False,False,False,False,False,True,False,False,True,False,0,
0.0,0.0,0.0,5.0,5.0,4.3,0,0,3,False,False,False,True,False,False,False,False,False,True,1,21.0
1.0,0.833,5.0,0.0,1.0,3.4,1,0,3,False,False,False,True,False,False,False,False,False,True,0,
1.0,0.833,5.0,0.0,1.0,3.9,1,0,3,False,False,False,True,False,False,False,False,True,False,1,13.0
0.0,0.0,0.0,5.0,6.0,3.9,0,0,3,False,True,False,False,False,False,False,True,False,False,0,
0.67,0.286,2.0,1.0,4.0,-4.7,1,0,3,False,False,True,False,False,False,False,False,False,True,0,
0.33,0.125,1.0,2.0,5.0,1.3,0,0,3,True,False,False,False,False,False,False,False,False,True,0,
0.33,0.125,1.0,2.0,5.0,1.3,0,0,3,False,False,False,True,False,False,False,False,False,True,1,17.0
0.33,0.125,1.0,2.0,5.0,1.8,0,0,3,False,False,False,True,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,5.0,9.1,0,0,3,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,3.0,5.0,6.6,0,0,3,False,False,False,True,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,5.0,7.6,0,0,3,False,False,False,False,True,False,False,False,True,False,0,
0.0,0.0,0.0,4.0,5.0,4.6,0,0,3,False,False,False,False,True,False,True,False,False,False,0,
0.33,0.143,1.0,2.0,4.0,1.4,0,0,1,True,False,False,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,4.0,5.0,-1.1,0,0,1,False,True,False,False,False,False,True,False,False,False,0,
0.33,0.2,1.0,2.0,2.0,-0.1,1,0,3,False,False,True,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,3.0,-0.6,0,0,3,False,False,False,True,False,False,False,False,False,True,0,
0.2,0.143,1.0,4.0,2.0,-1.6,1,0,3,False,False,True,False,False,False,False,True,False,False,0,
0.67,0.5,2.0,1.0,1.0,-6.6,1,0,3,False,False,True,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,6.0,4.2,0,0,1,False,False,False,False,True,False,True,False,False,False,0,
0.0,0.0,0.0,5.0,6.0,5.2,0,0,1,False,False,False,True,False,False,True,False,False,False,1,29.0
0.6,0.375,3.0,2.0,3.0,-2.3,1,1,3,False,False,False,False,False,True,True,False,False,False,0,
0.0,0.0,0.0,4.0,6.0,-0.3,0,1,3,False,False,False,True,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,6.0,3.7,0,1,3,False,False,False,True,False,False,False,False,False,True,1,21.0
0.0,0.0,0.0,3.0,3.0,-0.4,0,0,2,False,False,False,True,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,3.0,-2.4,0,0,2,False,False,False,False,False,True,True,False,False,False,0,
0.33,0.2,1.0,2.0,2.0,-0.7,1,1,2,False,False,False,False,False,True,False,False,True,False,0,
0.0,0.0,0.0,5.0,3.0,-1.7,0,1,2,True,False,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,3.0,-1.7,0,1,2,True,False,False,False,False,False,False,False,True,False,0,
0.0,0.0,0.0,4.0,3.0,-1.7,0,1,2,False,False,False,False,True,False,False,False,False,True,0,
0.25,0.167,1.0,3.0,2.0,-1.6,0,1,1,False,False,False,False,True,False,False,False,False,True,0,
0.6,0.6,3.0,2.0,0.0,-0.1,1,1,1,True,False,False,False,False,False,False,True,False,False,1,31.0
0.75,0.75,3.0,1.0,0.0,-0.6,1,1,1,True,False,False,False,False,False,False,True,False,False,1,19.0
0.6,0.6,3.0,2.0,0.0,-6.6,1,1,1,True,False,False,False,False,False,False,True,False,False,1,29.0
0.0,0.0,0.0,3.0,4.0,0.5,0,0,3,False,True,False,False,False,False,False,False,True,False,0,
0.2,0.125,1.0,4.0,3.0,-1.5,0,0,3,False,False,False,True,False,False,True,False,False,False,0,
0.0,0.0,0.0,3.0,4.0,-1.5,0,0,3,False,False,False,True,False,False,False,False,False,True,0,
0.0,0.0,0.0,5.0,4.0,4.5,0,0,3,False,False,True,False,False,False,False,False,False,True,0,
0.25,0.125,1.0,3.0,4.0,1.7,0,0,3,False,False,False,False,True,False,False,False,True,False,1,28.0
0.0,0.0,0.0,3.0,5.0,-0.3,0,0,3,False,True,False,False,False,False,False,True,False,False,0,
0.25,0.125,1.0,3.0,4.0,0.7,0,0,3,False,False,False,True,False,False,True,False,False,False,0,
0.25,0.167,1.0,3.0,2.0,-2.3,0,1,4,False,False,False,False,True,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,3.0,-0.3,0,1,4,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,4.0,3.0,-2.3,0,1,4,False,False,False,False,False,True,False,True,False,False,0,
0.67,0.5,2.0,1.0,1.0,0.2,1,1,4,True,False,False,False,False,False,False,True,False,False,1,17.0
0.25,0.125,1.0,3.0,4.0,-1.5,0,1,4,True,False,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,5.0,1.0,0,1,4,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,4.0,5.0,-1.5,0,1,4,False,False,False,False,False,True,False,False,True,False,0,
0.0,0.0,0.0,3.0,4.0,-5.1,0,1,4,False,True,False,False,False,False,False,False,True,False,0,
0.0,0.0,0.0,5.0,4.0,-1.1,0,1,4,False,False,True,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,4.0,0.9,0,1,4,False,False,True,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,5.0,6.0,-2.2,0,0,4,False,False,False,False,False,True,False,False,False,True,0,
0.0,0.0,0.0,3.0,6.0,-1.2,0,0,4,False,False,True,False,False,False,False,False,True,False,0,
0.0,0.0,0.0,5.0,6.0,-4.2,0,0,4,True,False,False,False,False,False,False,False,True,False,0,
0.0,0.0,0.0,4.0,6.0,-2.4,0,0,3,False,False,False,False,True,False,False,False,True,False,0,
0.2,0.1,1.0,4.0,5.0,1.6,0,0,3,False,False,False,False,True,False,False,True,False,False,1,32.0
0.2,0.143,1.0,4.0,2.0,-0.6,0,1,2,False,False,True,False,False,False,False,False,True,False,0,
0.67,0.5,2.0,1.0,1.0,-0.6,1,1,2,True,False,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,5.0,3.0,-5.6,0,1,2,False,False,False,False,False,True,True,False,False,False,0,
0.0,0.0,0.0,5.0,3.0,0.4,0,1,2,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,5.0,6.0,-4.3,0,1,4,False,False,False,False,False,True,False,False,False,True,0,
0.0,0.0,0.0,5.0,6.0,-6.3,0,1,4,False,True,False,False,False,False,True,False,False,False,0,
1.0,0.667,4.0,0.0,2.0,-1.3,1,1,4,False,False,False,False,True,False,True,False,False,False,1,11.0
0.0,0.0,0.0,5.0,3.0,-1.5,0,0,4,True,False,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,5.0,3.0,0.0,0,0,4,True,False,False,False,False,False,False,False,False,True,1,38.0
0.0,0.0,0.0,4.0,3.0,-1.5,0,0,4,False,False,False,False,True,False,True,False,False,False,0,
0.0,0.0,0.0,3.0,3.0,-1.4,0,0,3,False,False,True,False,False,False,False,False,False,True,0,
0.33,0.2,1.0,2.0,2.0,-1.4,0,0,3,False,False,False,False,True,False,False,False,True,False,0,
0.2,0.143,1.0,4.0,2.0,-1.4,0,0,3,False,False,True,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,3.0,0.1,0,0,3,False,False,False,False,False,True,False,True,False,False,1,30.0
0.0,0.0,0.0,3.0,4.0,2.2,0,1,3,False,False,True,False,False,False,False,False,True,False,0,
1.0,1.0,4.0,0.0,0.0,3.7,1,1,3,False,False,False,False,False,True,False,True,False,False,1,8.0
0.0,0.0,0.0,5.0,4.0,3.2,0,1,3,False,False,False,True,False,False,False,False,False,True,0,
0.6,0.375,3.0,2.0,3.0,-3.1,1,0,2,False,False,False,False,False,True,False,False,False,True,0,
1.0,0.833,5.0,0.0,1.0,-5.1,1,0,2,False,False,False,False,False,True,False,True,False,False,1,21.0
0.0,0.0,0.0,5.0,6.0,0.9,0,0,2,False,False,False,False,True,False,False,True,False,False,0,
0.0,0.0,0.0,3.0,6.0,-1.1,0,0,2,False,False,True,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,4.0,6.0,-0.5,0,1,3,False,False,False,False,False,True,False,False,False,True,0,
0.2,0.1,1.0,4.0,5.0,-2.5,0,1,3,False,True,False,False,False,False,True,False,False,False,0,
0.25,0.111,1.0,3.0,5.0,1.5,0,1,3,False,False,False,False,True,False,True,False,False,False,1,23.0
1.0,0.5,3.0,0.0,3.0,0.5,1,1,3,True,False,False,False,False,False,False,True,False,False,1,20.0
0.4,0.25,2.0,3.0,3.0,0.3,0,0,4,True,False,False,False,False,False,False,False,False,True,0,
0.8,0.667,4.0,1.0,1.0,1.8,1,0,4,False,False,False,True,False,False,False,False,False,True,1,16.0
0.25,0.125,1.0,3.0,4.0,1.3,0,0,4,False,False,True,False,False,False,False,False,False,True,1,31.0
0.0,0.0,0.0,5.0,4.0,2.0,0,0,3,False,False,False,True,False,False,False,False,True,False,1,38.0
0.0,0.0,0.0,3.0,4.0,2.0,0,0,3,False,False,False,True,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,3.0,-1.8,0,0,4,False,False,False,True,False,False,False,True,False,False,0,
0.5,0.4,2.0,2.0,1.0,-2.8,1,0,4,False,False,True,False,False,False,False,False,True,False,0,
0.0,0.0,0.0,3.0,3.0,-0.8,0,0,4,False,False,False,False,False,True,False,False,True,False,0,
0.0,0.0,0.0,5.0,3.0,-6.8,0,0,4,False,False,False,False,False,True,True,False,False,False,0,
0.0,0.0,0.0,4.0,5.0,2.1,0,0,4,True,False,False,False,False,False,False,True,False,False,0,
0.75,0.5,3.0,1.0,2.0,1.1,1,0,4,False,False,True,False,False,False,False,False,True,False,1,22.0
0.0,0.0,0.0,4.0,5.0,-1.9,0,0,4,False,True,False,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,5.0,0.1,0,0,4,False,True,False,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,5.0,6.0,4.5,0,0,2,False,False,False,False,False,True,False,True,False,False,1,31.0
0.5,0.25,2.0,2.0,4.0,2.5,0,0,2,False,False,True,False,False,False,False,False,False,True,1,23.0
0.0,0.0,0.0,3.0,6.0,-1.5,0,0,2,False,False,True,False,False,False,True,False,False,False,0,
0.25,0.111,1.0,3.0,5.0,0.5,0,0,2,False,False,True,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,3.0,0.3,0,1,3,True,False,False,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,3.0,0.3,0,1,3,False,False,False,True,False,False,False,False,True,False,0,
0.0,0.0,0.0,3.0,3.0,-0.2,0,1,3,False,False,False,False,True,False,False,True,False,False,0,
0.25,0.167,1.0,3.0,2.0,1.7,0,0,3,False,False,False,False,True,False,True,False,False,False,0,
0.25,0.167,1.0,3.0,2.0,0.7,0,0,3,False,False,False,True,False,False,True,False,False,False,0,
0.4,0.333,2.0,3.0,1.0,0.7,0,0,3,False,False,False,True,False,False,True,False,False,False,1,17.0
0.6,0.6,3.0,2.0,0.0,0.7,1,0,3,True,False,False,False,False,False,False,False,False,True,0,
0.0,0.0,0.0,5.0,5.0,2.2,0,0,3,False,True,False,False,False,False,False,True,False,False,0,
0.6,0.429,3.0,2.0,2.0,2.2,1,0,3,False,False,False,False,False,True,True,False,False,False,0,
0.0,0.0,0.0,5.0,5.0,1.2,0,0,3,True,False,False,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,3.0,5.0,2.2,0,0,3,False,False,False,True,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,6.0,12.5,0,1,2,False,False,False,True,False,False,True,False,False,False,1,38.0
0.0,0.0,0.0,3.0,6.0,13.0,0,1,2,False,False,False,False,False,True,False,True,False,False,1,36.0
0.0,0.0,0.0,5.0,6.0,13.0,0,1,2,True,False,False,False,False,False,False,True,False,False,0,
0.0,0.0,0.0,5.0,6.0,11.5,0,1,2,True,False,False,False,False,False,True,False,False,False,0,
0.25,0.111,1.0,3.0,5.0,-3.5,0,0,2,False,False,False,True,False,False,False,True,False,False,1,21.0
0.25,0.111,1.0,3.0,5.0,-3.5,0,0,2,True,False,False,False,False,False,False,False,True,False,0,
1.0,0.833,5.0,0.0,1.0,0.5,1,0,2,False,False,False,False,True,False,False,False,True,False,1,18.0
0.0,0.0,0.0,5.0,5.0,-5.8,0,1,3,False,False,False,True,False,False,True,False,False,False,0,
1.0,0.6,3.0,0.0,2.0,0.2,1,1,3,False,False,False,False,False,True,False,False,True,False,1,11.0
0.0,0.0,0.0,5.0,5.0,-5.8,0,1,3,False,False,False,True,False,False,False,False,True,False,0,
0.0,0.0,0.0,4.0,5.0,-3.8,0,1,3,False,False,True,False,False,False,False,False,False,True,0,
0.33,0.2,1.0,2.0,2.0,-6.3,0,0,3,False,False,False,True,False,False,False,False,False,True,1,11.0
0.0,0.0,0.0,4.0,3.0,-4.3,0,0,3,False,False,True,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,3.0,-1.3,0,0,3,False,False,True,False,False,False,False,False,False,True,0,
0.33,0.2,1.0,2.0,2.0,-0.3,0,0,3,False,False,False,True,False,False,False,True,False,False,1,13.0
0.0,0.0,0.0,4.0,6.0,0.1,0,1,4,False,False,False,False,False,True,False,True,False,False,0,
0.0,0.0,0.0,4.0,6.0,-1.9,0,1,4,False,False,False,False,True,False,True,False,False,False,0,
0.25,0.167,1.0,3.0,2.0,-0.7,0,0,3,False,False,False,True,False,False,True,False,False,False,1,25.0
0.5,0.4,2.0,2.0,1.0,-3.7,1,0,3,False,False,False,False,True,False,True,False,False,False,1,22.0
0.5,0.4,2.0,2.0,1.0,0.3,1,0,3,False,False,False,False,True,False,False,False,True,False,1,33.0
0.0,0.0,0.0,4.0,5.0,-4.9,0,0,2,False,False,True,False,False,False,True,False,False,False,0,
0.0,0.0,0.0,4.0,5.0,-0.9,0,0,2,False,False,False,False,False,True,False,False,True,False,0,
0.0,0.0,0.0,3.0,5.0,-0.4,0,0,2,True,False,False,False,False,False,False,True,False,False,0,
0.75,0.5,3.0,1.0,2.0,-0.4,1,0,2,False,False,False,False,True,False,False,False,False,True,1,10.0
0.25,0.111,1.0,3.0,5.0,1.4,0,0,4,True,False,False,False,False,False,False,False,True,False,1,18.0
0.0,0.0,0.0,5.0,6.0,-0.6,0,0,4,False,False,False,False,True,False,False,True,False,False,0,
0.33,0.125,1.0,2.0,5.0,1.9,0,0,4,False,False,False,True,False,False,False,False,False,True,0,
0.0,0.0,0.0,3.0,6.0,0.4,0,0,4,False,False,False,False,False,True,True,False,False,False,1,28.0
0.4,0.222,2.0,3.0,4.0,9.0,0,0,4,True,False,False,False,False,False,False,False,False,True,1,24.0
0.25,0.111,1.0,3.0,5.0,8.0,0,0,4,False,False,True,False,False,False,False,False,True,False,0,
1.0,0.833,5.0,0.0,1.0,4.0,1,0,4,False,False,False,True,False,False,True,False,False,False,1,10.0
1.0,0.833,5.0,0.0,1.0,10.0,1,0,4,False,False,False,True,False,False,False,False,False,True,1,5.0
0.0,0.0,0.0,3.0,4.0,1.0,0,1,2,False,False,False,False,False,True,False,False,True,False,0,
0.4,0.286,2.0,3.0,2.0,0.0,0,1,2,False,False,False,True,False,False,False,False,False,True,1,27.0
