candidate_id,job_id,skill_match_ratio,experience_gap,same_domain,has_certification,placed,days_to_place
C0194,J0136,0.0,-0.6,0,1,0,
C0194,J0127,0.25,-0.6,0,1,1,25.0
C0195,J0085,0.4,-2.0,0,0,0,
C0195,J0101,0.2,-3.0,0,0,0,
C0195,J0139,0.0,-1.0,0,0,0,
C0195,J0043,0.4,-7.0,0,0,0,
C0196,J0027,0.4,-3.7,1,0,0,
C0196,J0144,0.33,2.8,1,0,0,
C0196,J0096,0.0,2.3,0,0,0,
C0196,J0109,0.0,2.3,0,0,0,
C0197,J0105,1.0,1.4,1,0,1,6.0
C0197,J0100,0.0,-3.1,0,0,0,
C0198,J0143,0.0,-0.8,0,0,0,
C0198,J0105,0.0,0.7,0,0,0,
C0198,J0096,0.25,0.2,0,0,0,
C0199,J0132,0.0,1.3,0,1,1,22.0
C0199,J0119,0.0,1.3,0,1,0,
C0200,J0007,0.0,1.6,0,0,0,
C0200,J0052,0.0,-4.4,0,0,0,
C0200,J0034,0.0,0.6,0,0,0,
C0201,J0032,0.33,1.7,0,0,0,
C0201,J0014,0.5,-2.3,1,0,0,
C0201,J0093,0.2,0.7,0,0,0,
C0202,J0090,0.0,-0.8,0,0,0,
C0202,J0051,0.0,-0.3,0,0,0,
C0202,J0127,0.0,-0.8,0,0,0,
C0202,J0105,0.0,-0.3,0,0,0,
C0203,J0029,0.0,-2.7,0,0,0,
C0203,J0066,0.2,-0.7,0,0,0,
C0203,J0108,0.75,-4.7,1,0,0,
C0203,J0016,0.0,-1.7,0,0,0,
C0204,J0077,0.0,-4.3,0,0,0,
C0204,J0033,0.0,-2.3,0,0,0,
C0204,J0119,0.0,1.7,0,0,0,
C0205,J0054,0.0,-4.7,0,1,0,
C0205,J0142,0.0,-0.7,0,1,0,
C0205,J0036,0.0,-0.2,0,1,0,
C0205,J0097,0.75,-4.7,1,1,0,
C0206,J0096,0.0,-0.6,0,1,0,
C0206,J0048,0.0,-1.6,0,1,0,
C0206,J0149,0.0,-2.6,0,1,0,
C0206,J0036,0.0,-0.1,0,1,0,
C0207,J0110,0.0,-0.6,0,1,0,
C0207,J0080,0.0,0.9,0,1,0,
C0207,J0093,0.2,-0.6,0,1,0,
C0207,J0112,0.33,-0.6,0,1,0,
C0208,J0069,0.0,2.5,0,1,1,21.0
C0208,J0082,0.0,2.5,0,1,0,
C0208,J0070,1.0,2.5,1,1,1,10.0
C0208,J0087,0.0,2.5,0,1,0,
C0209,J0073,0.25,-0.2,0,0,0,
C0209,J0010,0.5,1.8,0,0,1,14.0
C0209,J0067,0.33,3.8,0,0,0,
C0209,J0145,0.0,2.8,0,0,0,
C0210,J0061,0.6,2.8,1,0,1,6.0
C0210,J0010,0.0,0.3,0,0,0,
C0210,J0137,0.0,1.3,0,0,0,
C0211,J0022,0.0,-4.3,0,0,1,34.0
C0211,J0097,0.0,-2.3,0,0,1,27.0
C0211,J0077,0.0,-4.3,0,0,0,
C0212,J0118,1.0,0.4,1,0,1,20.0
C0212,J0034,1.0,-0.6,1,0,0,
C0213,J0089,0.0,-0.3,0,0,0,
C0213,J0143,0.0,-0.3,0,0,0,
C0213,J0094,1.0,1.2,1,0,0,
C0213,J0039,0.67,-1.3,1,0,1,23.0
C0214,J0086,0.25,0.5,0,1,0,
C0214,J0096,0.25,0.5,0,1,1,21.0
C0215,J0022,0.0,-4.7,0,0,0,
C0215,J0083,0.2,1.3,0,0,0,
C0215,J0014,0.0,-2.7,0,0,0,
C0215,J0107,0.0,-0.7,0,0,0,
C0216,J0017,0.0,0.2,0,1,0,
C0216,J0132,0.6,0.2,1,1,0,
C0217,J0116,0.25,0.1,0,0,0,
C0217,J0149,0.25,-0.9,0,0,0,
C0217,J0041,0.75,-2.9,1,0,1,19.0
C0218,J0057,0.0,-4.5,0,0,0,
C0218,J0124,0.0,-6.5,0,0,0,
C0219,J0092,0.0,-2.5,0,1,0,
C0219,J0066,0.0,-0.5,0,1,0,
C0219,J0090,0.0,-0.5,0,1,0,
C0220,J0032,0.0,5.3,0,1,0,
C0220,J0030,0.0,4.3,0,1,0,
C0220,J0034,0.0,4.3,0,1,0,
C0221,J0113,0.0,-0.6,0,1,0,
C0221,J0146,0.0,0.9,0,1,1,27.0
C0221,J0128,0.0,0.4,0,1,0,
C0222,J0078,0.8,3.8,1,0,1,28.0
C0222,J0099,0.0,3.8,0,0,0,
C0222,J0135,0.0,4.3,0,0,1,21.0
C0223,J0083,1.0,3.4,1,0,0,
C0223,J0018,1.0,3.9,1,0,1,13.0
C0223,J0061,0.0,3.9,0,0,0,
C0224,J0129,0.67,-4.7,1,0,0,
C0224,J0042,0.33,1.3,0,0,0,
C0224,J0032,0.33,1.3,0,0,1,17.0
C0224,J0094,0.33,1.8,0,0,0,
C0225,J0105,0.0,9.1,0,0,0,
C0225,J0130,0.0,6.6,0,0,0,
C0225,J0126,0.0,7.6,0,0,0,
C0225,J0057,0.0,4.6,0,0,0,
C0226,J0121,0.33,1.4,0,0,0,
C0226,J0056,0.0,-1.1,0,0,0,
C0227,J0141,0.33,-0.1,1,0,0,
C0227,J0032,0.0,-0.6,0,0,0,
C0227,J0023,0.2,-1.6,1,0,0,
C0227,J0115,0.67,-6.6,1,0,0,
C0228,J0111,0.0,4.2,0,0,0,
C0228,J0007,0.0,5.2,0,0,1,29.0
C0229,J0022,0.6,-2.3,1,1,0,
C0229,J0033,0.0,-0.3,0,1,0,
C0229,J0075,0.0,3.7,0,1,1,21.0
C0230,J0024,0.0,-0.4,0,0,0,
C0230,J0019,0.0,-2.4,0,0,0,
C0231,J0103,0.33,-0.7,1,1,0,
C0231,J0040,0.0,-1.7,0,1,0,
C0231,J0089,0.0,-1.7,0,1,0,
C0231,J0148,0.0,-1.7,0,1,0,
C0232,J0122,0.25,-1.6,0,1,0,
C0232,J0059,0.6,-0.1,1,1,1,31.0
C0232,J0096,0.75,-0.6,1,1,1,19.0
C0232,J0043,0.6,-6.6,1,1,1,29.0
C0233,J0100,0.0,0.5,0,0,0,
C0233,J0124,0.2,-1.5,0,0,0,
C0233,J0065,0.0,-1.5,0,0,0,
C0233,J0028,0.0,4.5,0,0,0,
C0234,J0104,0.25,1.7,0,0,1,28.0
C0234,J0029,0.0,-0.3,0,0,0,
C0234,J0084,0.25,0.7,0,0,0,
C0235,J0120,0.25,-2.3,0,1,0,
C0235,J0076,0.0,-0.3,0,1,0,
C0235,J0070,0.0,-2.3,0,1,0,
C0235,J0121,0.67,0.2,1,1,1,17.0
C0236,J0138,0.25,-1.5,0,1,0,
C0236,J0080,0.0,1.0,0,1,0,
C0236,J0092,0.0,-1.5,0,1,0,
C0237,J0091,0.0,-5.1,0,1,0,
C0237,J0101,0.0,-1.1,0,1,0,
C0237,J0028,0.0,0.9,0,1,0,
C0238,J0035,0.0,-2.2,0,0,0,
C0238,J0088,0.0,-1.2,0,0,0,
C0238,J0106,0.0,-4.2,0,0,0,
C0239,J0058,0.0,-2.4,0,0,0,
C0239,J0003,0.2,1.6,0,0,1,32.0
C0240,J0102,0.2,-0.6,0,1,0,
C0240,J0030,0.67,-0.6,1,1,0,
C0240,J0022,0.0,-5.6,0,1,0,
C0240,J0139,0.0,0.4,0,1,0,
C0241,J0054,0.0,-4.3,0,1,0,
C0241,J0077,0.0,-6.3,0,1,0,
C0241,J0111,1.0,-1.3,1,1,1,11.0
C0242,J0085,0.0,-1.5,0,0,0,
C0242,J0050,0.0,0.0,0,0,1,38.0
C0242,J0111,0.0,-1.5,0,0,0,
C0243,J0048,0.0,-1.4,0,0,0,
C0243,J0126,0.33,-1.4,0,0,0,
C0243,J0023,0.2,-1.4,0,0,0,
C0243,J0020,0.0,0.1,0,0,1,30.0
C0244,J0072,0.0,2.2,0,1,0,
C0244,J0105,1.0,3.7,1,1,1,8.0
C0244,J0075,0.0,3.2,0,1,0,
C0245,J0054,0.6,-3.1,1,0,0,
C0245,J0027,1.0,-5.1,1,0,1,21.0
C0245,J0003,0.0,0.9,0,0,0,
C0245,J0045,0.0,-1.1,0,0,0,
C0246,J0006,0.0,-0.5,0,1,0,
C0246,J0117,0.2,-2.5,0,1,0,
C0246,J0125,0.25,1.5,0,1,1,23.0
C0246,J0137,1.0,0.5,1,1,1,20.0
C0247,J0040,0.4,0.3,0,0,0,
C0247,J0135,0.8,1.8,1,0,1,16.0
C0247,J0127,0.25,1.3,0,0,1,31.0
C0248,J0018,0.0,2.0,0,0,1,38.0
C0248,J0037,0.0,2.0,0,0,0,
C0249,J0113,0.0,-1.8,0,0,0,
C0249,J0082,0.5,-2.8,1,0,0,
C0249,J0049,0.0,-0.8,0,0,0,
C0249,J0022,0.0,-6.8,0,0,0,
C0250,J0096,0.0,2.1,0,0,0,
C0250,J0131,0.75,1.1,1,0,1,22.0
C0250,J0097,0.0,-1.9,0,0,0,
C0250,J0056,0.0,0.1,0,0,0,
C0251,J0139,0.0,4.5,0,0,1,31.0
C0251,J0010,0.5,2.5,0,0,1,23.0
C0251,J0115,0.0,-1.5,0,0,0,
C0251,J0108,0.25,0.5,0,0,0,
C0252,J0121,0.0,0.3,0,1,0,
C0252,J0018,0.0,0.3,0,1,0,
C0252,J0090,0.0,-0.2,0,1,0,
C0253,J0125,0.25,1.7,0,0,0,
C0253,J0084,0.25,0.7,0,0,0,
C0253,J0034,0.4,0.7,0,0,1,17.0
C0253,J0040,0.6,0.7,1,0,0,
C0254,J0136,0.0,2.2,0,0,0,
C0254,J0055,0.6,2.2,1,0,0,
C0254,J0093,0.0,1.2,0,0,0,
C0254,J0032,0.0,2.2,0,0,0,
C0255,J0118,0.0,12.5,0,1,1,38.0
C0255,J0020,0.0,13.0,0,1,1,36.0
C0255,J0059,0.0,13.0,0,1,0,
C0255,J0093,0.0,11.5,0,1,0,
C0256,J0033,0.25,-3.5,0,0,1,21.0
C0256,J0041,0.25,-3.5,0,0,0,
C0256,J0078,1.0,0.5,1,0,1,18.0
C0257,J0124,0.0,-5.8,0,1,0,
C0257,J0021,1.0,0.2,1,1,1,11.0
C0257,J0060,0.0,-5.8,0,1,0,
C0257,J0108,0.0,-3.8,0,1,0,
C0258,J0065,0.33,-6.3,0,0,1,11.0
C0258,J0014,0.0,-4.3,0,0,0,
C0258,J0062,0.0,-1.3,0,0,0,
C0258,J0142,0.33,-0.3,0,0,1,13.0
C0259,J0070,0.0,0.1,0,1,0,
C0259,J0044,0.0,-1.9,0,1,0,
C0260,J0084,0.25,-0.7,0,0,1,25.0
C0260,J0073,0.5,-3.7,1,0,1,22.0
C0260,J0104,0.5,0.3,1,0,1,33.0
C0261,J0014,0.0,-4.9,0,0,0,
C0261,J0099,0.0,-0.9,0,0,0,
C0261,J0121,0.0,-0.4,0,0,0,
C0261,J0051,0.75,-0.4,1,0,1,10.0
C0262,J0079,0.25,1.4,0,0,1,18.0
C0262,J0001,0.0,-0.6,0,0,0,
C0262,J0094,0.33,1.9,0,0,0,
C0262,J0063,0.0,0.4,0,0,1,28.0
C0263,J0040,0.4,9.0,0,0,1,24.0
C0263,J0082,0.25,8.0,0,0,0,
C0263,J0124,1.0,4.0,1,0,1,10.0
C0263,J0075,1.0,10.0,1,0,1,5.0
C0264,J0103,0.0,1.0,0,1,0,
C0264,J0031,0.4,0.0,0,1,1,27.0
C0264,J0086,0.75,1.0,1,1,1,21.0
C0265,J0091,0.0,-5.0,0,1,0,
C0265,J0025,0.0,0.0,0,1,1,30.0
C0265,J0140,0.2,-1.0,0,1,0,
C0266,J0035,0.0,0.0,0,0,0,
C0266,J0039,0.33,0.0,0,0,1,28.0
C0266,J0106,0.2,-2.0,0,0,0,
C0267,J0110,0.0,-0.4,0,1,0,
C0267,J0033,0.0,-3.4,0,1,0,
C0267,J0027,0.0,-5.4,0,1,0,
C0268,J0107,0.25,-2.0,0,1,0,
C0268,J0102,0.4,-1.0,0,1,1,17.0
C0268,J0125,0.0,0.0,0,1,0,
C0269,J0054,0.0,0.1,0,0,0,
C0269,J0142,0.0,4.1,0,0,0,
C0269,J0063,0.0,3.1,0,0,0,
C0269,J0011,0.25,3.1,0,0,1,29.0
C0270,J0105,0.0,2.7,0,0,0,
C0270,J0099,0.0,2.2,0,0,1,38.0
C0270,J0018,0.0,2.7,0,0,1,34.0
C0271,J0023,0.0,-1.5,0,0,0,
C0271,J0073,0.0,-4.5,0,0,0,
C0272,J0019,0.0,-2.3,0,1,0,
C0272,J0061,0.0,2.2,0,1,0,
C0273,J0090,0.33,1.6,0,0,1,23.0
C0273,J0017,0.0,1.6,0,0,0,
C0273,J0004,1.0,-4.4,1,0,0,
C0274,J0067,0.67,1.2,1,0,0,
C0274,J0046,0.0,0.2,0,0,0,
C0274,J0034,0.0,0.2,0,0,0,
C0274,J0118,0.0,1.2,0,0,1,40.0
C0275,J0100,0.0,-4.4,0,1,1,27.0
C0275,J0068,0.2,-4.4,0,1,0,
C0275,J0074,0.33,-2.4,0,1,0,
C0276,J0072,0.0,-0.5,0,0,0,
C0276,J0062,0.0,-0.5,0,0,0,
C0276,J0145,0.25,-0.5,1,0,0,
C0276,J0036,0.0,1.0,0,0,1,30.0
C0277,J0016,0.0,1.8,0,1,0,
C0277,J0038,0.0,2.8,0,1,0,
C0278,J0121,0.0,2.8,0,1,1,29.0
C0278,J0133,0.0,1.3,0,1,0,
C0278,J0116,0.0,1.3,0,1,1,34.0
C0279,J0045,0.0,-2.1,0,0,0,
C0279,J0124,0.2,-6.1,0,0,0,
C0279,J0082,0.0,-2.1,0,0,0,
C0280,J0016,0.0,-1.8,0,0,0,
C0280,J0128,0.0,-0.8,0,0,0,
C0281,J0050,0.8,2.4,1,0,1,35.0
C0281,J0104,0.25,1.9,0,0,0,
C0282,J0113,1.0,1.9,1,1,1,16.0
C0282,J0005,0.33,-1.1,0,1,0,
C0283,J0104,0.75,0.8,1,0,1,17.0
C0283,J0051,1.0,1.3,1,0,0,
C0283,J0019,0.0,-3.2,0,0,0,
C0283,J0078,0.8,0.8,1,0,1,18.0
C0284,J0019,1.0,-1.4,1,0,1,9.0
C0284,J0114,0.0,1.6,0,0,0,
C0284,J0124,0.0,-3.4,0,0,0,
C0284,J0144,1.0,3.1,1,0,1,14.0
C0285,J0112,1.0,-0.9,1,1,1,16.0
C0285,J0089,1.0,-0.9,1,1,0,
C0285,J0082,0.0,-1.9,0,1,0,
C0285,J0019,0.0,-3.9,0,1,0,
C0286,J0028,0.2,8.0,1,0,0,
C0286,J0020,0.0,8.5,0,0,0,
C0286,J0095,0.0,6.0,0,0,0,
C0287,J0072,0.33,7.5,0,1,1,34.0
C0287,J0074,0.0,6.5,0,1,1,38.0
C0287,J0084,0.5,7.5,1,1,1,23.0
C0287,J0007,0.8,8.5,1,1,1,17.0
C0288,J0023,0.2,1.2,0,1,0,
C0288,J0092,0.0,0.2,0,1,0,
C0288,J0124,0.2,-3.8,0,1,0,
C0288,J0017,0.0,2.2,0,1,1,31.0
C0289,J0012,0.0,6.5,0,1,0,
C0289,J0040,0.0,5.0,0,1,0,
C0290,J0066,0.0,7.7,0,1,0,
C0290,J0010,0.0,5.7,0,1,0,
C0291,J0052,0.25,8.0,0,0,1,24.0
C0291,J0005,1.0,10.0,1,0,1,13.0
C0292,J0088,0.0,-1.9,0,0,0,
C0292,J0050,1.0,-0.4,1,0,0,
C0292,J0057,0.25,-4.9,0,0,0,
C0293,J0133,0.0,-1.6,0,1,0,
C0293,J0065,0.0,-6.6,0,1,0,
C0293,J0051,0.0,-0.1,0,1,0,
C0294,J0085,0.2,3.9,0,0,0,
C0294,J0067,0.0,4.9,0,0,0,
C0295,J0055,0.0,2.1,0,0,0,
C0295,J0047,0.0,1.1,0,0,0,
C0295,J0140,0.0,0.1,0,0,0,
C0296,J0030,0.0,-1.6,0,1,0,
C0296,J0105,0.0,-0.1,0,1,0,
C0296,J0099,0.0,-0.6,0,1,0,
C0296,J0023,0.0,-1.6,0,1,0,
C0297,J0001,0.0,-1.3,0,0,0,
C0297,J0093,0.0,-0.3,0,0,0,
C0297,J0019,0.8,-3.3,1,0,0,
C0298,J0019,0.8,-2.7,1,0,0,
C0298,J0070,0.5,-0.7,1,0,0,
C0299,J0003,0.2,1.2,0,1,1,27.0
C0299,J0091,0.0,-4.8,0,1,0,
C0299,J0111,0.25,0.2,0,1,1,26.0
C0299,J0053,0.0,0.2,0,1,0,
C0300,J0116,0.0,-1.9,0,0,0,
C0300,J0115,0.0,-6.9,0,0,0,
C0301,J0092,0.0,-2.4,0,1,1,31.0
C0301,J0090,0.0,-0.4,0,1,0,
C0301,J0114,0.2,-1.4,0,1,0,
C0301,J0024,0.67,-2.4,1,1,0,
C0302,J0041,0.0,10.0,0,1,0,
C0302,J0133,0.0,13.0,0,1,1,36.0
C0302,J0030,0.0,13.0,0,1,0,
C0302,J0136,0.8,14.0,1,1,1,15.0
C0303,J0117,0.0,-4.9,0,0,0,
C0303,J0038,0.0,-0.9,0,0,0,
C0303,J0143,0.0,-1.9,0,0,0,
C0304,J0145,0.0,10.4,0,0,1,34.0
C0304,J0030,0.0,10.4,0,0,0,
C0305,J0016,0.0,0.2,0,0,0,
C0305,J0035,0.0,-0.8,0,0,0,
C0305,J0124,0.2,-4.8,0,0,0,
C0305,J0109,0.2,1.2,0,0,0,
C0306,J0113,0.67,-0.7,1,0,1,8.0
C0306,J0061,0.0,0.8,0,0,0,
C0306,J0073,0.25,-3.7,0,0,1,33.0
C0306,J0028,0.0,0.3,0,0,0,
C0307,J0127,0.0,1.7,0,1,0,
C0307,J0016,0.5,0.7,1,1,0,
C0307,J0026,0.0,2.2,0,1,0,
C0307,J0095,0.0,-0.3,0,1,0,
C0308,J0027,0.0,-5.3,0,1,0,
C0308,J0146,0.33,1.2,0,1,0,
C0308,J0116,0.75,-0.3,1,1,1,13.0
C0309,J0094,0.0,8.9,0,0,0,
C0309,J0083,0.2,8.4,0,0,1,15.0
C0309,J0077,0.0,2.4,0,0,0,
C0310,J0122,0.0,-0.4,0,1,0,
C0310,J0032,0.0,0.6,0,1,0,
C0311,J0149,0.25,4.0,0,1,1,26.0
C0311,J0128,0.33,6.0,0,1,0,
C0312,J0049,0.0,-0.2,0,1,0,
C0312,J0065,0.33,-6.2,0,1,0,
C0313,J0088,0.33,3.3,1,0,0,
C0313,J0001,0.0,2.3,0,0,1,24.0
C0313,J0023,0.4,3.3,1,0,1,23.0
C0313,J0018,0.2,4.8,0,0,0,
C0314,J0110,0.0,-1.3,0,1,0,
C0314,J0120,0.0,-2.3,0,1,0,
C0315,J0077,0.4,-2.2,1,0,0,
C0315,J0109,0.0,3.8,0,0,0,
C0315,J0131,0.0,2.8,0,0,1,39.0
C0315,J0083,0.0,3.8,0,0,0,
C0316,J0109,0.0,6.9,0,0,0,
C0316,J0145,0.0,5.9,0,0,1,22.0
C0316,J0026,0.67,7.4,1,0,1,15.0
C0317,J0075,0.0,1.2,0,1,1,19.0
C0317,J0090,0.0,1.2,0,1,0,
C0318,J0097,0.0,0.1,0,0,0,
C0318,J0146,0.0,4.6,0,0,1,28.0
C0318,J0026,0.0,4.6,0,0,0,
C0318,J0071,0.0,3.1,0,0,0,
C0319,J0114,0.0,-1.9,0,1,0,
C0319,J0125,0.0,-0.9,0,1,1,25.0
C0320,J0132,0.0,5.3,0,0,0,
C0320,J0019,0.0,1.3,0,0,0,
C0320,J0090,0.33,5.3,0,0,1,24.0
C0320,J0008,0.2,3.3,0,0,1,27.0
C0321,J0127,0.0,-0.9,0,0,0,
C0321,J0119,0.0,-0.9,0,0,0,
C0321,J0062,0.0,-1.9,0,0,0,
C0322,J0091,0.0,-3.8,0,0,0,
C0322,J0143,0.0,1.2,0,0,0,
C0323,J0144,0.0,0.4,0,1,0,
C0323,J0022,0.0,-6.1,0,1,0,
C0323,J0082,0.0,-2.1,0,1,0,
C0323,J0072,0.0,-1.1,0,1,0,
C0324,J0109,0.2,1.1,0,0,1,29.0
C0324,J0078,0.2,1.1,0,0,0,
C0324,J0063,0.0,0.1,0,0,0,
C0325,J0016,0.0,4.7,0,0,0,
C0325,J0005,0.0,1.7,0,0,0,
C0326,J0056,0.0,-1.0,0,1,0,
C0326,J0088,0.0,0.0,0,1,1,29.0
C0326,J0057,0.25,-3.0,1,1,1,17.0
C0327,J0060,1.0,-3.7,1,1,1,18.0
C0327,J0111,0.25,1.3,0,1,1,26.0
C0327,J0068,0.2,-1.7,0,1,0,
C0328,J0076,0.0,5.3,0,1,1,35.0
C0328,J0145,0.0,4.3,0,1,1,27.0
C0328,J0115,0.33,-0.7,1,1,0,
C0329,J0014,0.0,-4.5,0,0,0,
C0329,J0110,0.0,-1.5,0,0,1,32.0
C0329,J0099,0.0,-0.5,0,0,0,
C0330,J0134,0.4,0.6,1,1,0,
C0330,J0081,0.4,1.6,1,1,0,
C0331,J0022,0.0,-6.4,0,1,0,
C0331,J0033,0.25,-4.4,0,1,0,
C0331,J0139,0.0,-0.4,0,1,1,30.0
C0331,J0095,0.0,-2.4,0,1,0,
C0332,J0076,0.67,-0.9,1,0,0,
C0332,J0008,0.0,-2.9,0,0,0,
C0333,J0096,0.5,-0.2,0,0,1,15.0
C0333,J0065,0.67,-6.2,1,0,1,23.0
C0333,J0037,1.0,0.3,1,0,1,11.0
C0334,J0006,0.0,2.4,0,0,0,
C0334,J0131,0.0,3.4,0,0,0,
C0334,J0032,0.0,4.4,0,0,1,47.0
C0335,J0003,1.0,-0.7,1,0,0,
C0335,J0144,0.0,-0.2,0,0,0,
C0335,J0107,0.0,-2.7,0,0,0,
C0335,J0008,0.0,-2.7,0,0,0,
C0336,J0101,0.0,-2.1,0,0,0,
C0336,J0059,1.0,0.4,1,0,1,12.0
C0336,J0093,1.0,-1.1,1,0,0,
C0337,J0046,0.0,-1.6,0,0,0,
C0337,J0033,0.0,-4.6,0,0,0,
C0338,J0096,0.0,8.9,0,1,0,
C0338,J0112,0.0,7.9,0,1,0,
C0339,J0031,0.0,2.2,0,0,0,
C0339,J0006,0.0,1.2,0,0,1,25.0
C0339,J0028,0.0,3.2,0,0,0,
C0340,J0061,0.0,-0.3,0,1,0,
C0340,J0024,0.33,-2.8,0,1,0,
C0340,J0075,0.4,-0.8,0,1,0,
C0340,J0035,0.0,-2.8,0,1,0,
C0341,J0017,0.0,2.7,0,0,1,37.0
C0341,J0105,0.0,3.2,0,0,0,
C0341,J0092,0.0,0.7,0,0,1,32.0
C0342,J0038,0.0,-0.9,0,1,0,
C0342,J0128,0.0,-0.9,0,1,0,
C0342,J0071,0.0,-1.9,0,1,0,
C0342,J0081,0.0,-1.9,0,1,0,
C0343,J0134,0.0,-1.2,0,0,0,
C0343,J0079,0.0,0.8,0,0,0,
C0343,J0064,0.25,0.8,1,0,0,
C0344,J0037,0.0,-0.4,0,0,0,
C0344,J0018,0.0,-0.4,0,0,0,
C0344,J0120,0.0,-2.9,0,0,0,
C0344,J0134,1.0,-2.9,1,0,1,5.0
C0345,J0121,0.0,4.6,0,0,1,25.0
C0345,J0026,0.0,4.6,0,0,0,
C0345,J0091,0.0,-1.9,0,0,0,
C0345,J0070,0.5,2.1,1,0,1,18.0
C0346,J0013,0.0,0.0,0,0,0,
C0346,J0011,0.75,-1.0,1,0,0,
C0347,J0114,0.0,3.8,0,1,0,
C0347,J0076,0.67,4.8,1,1,1,13.0
C0347,J0016,0.25,3.8,1,1,1,18.0
C0348,J0035,0.0,-2.3,0,1,0,
C0348,J0095,0.0,-2.3,0,1,0,
C0349,J0150,0.0,-0.6,0,1,1,30.0
C0349,J0122,0.5,-1.6,1,1,0,
C0349,J0015,0.0,-0.6,0,1,0,
C0350,J0048,0.67,-0.3,1,0,0,
C0350,J0070,0.0,-1.3,0,0,0,
C0351,J0044,0.0,5.0,0,0,1,21.0
C0351,J0099,0.0,9.0,0,0,0,
C0351,J0149,0.0,7.0,0,0,0,
C0351,J0088,0.67,8.0,1,0,0,
C0352,J0142,0.0,0.6,0,0,0,
C0352,J0084,0.0,-0.4,0,0,0,
C0353,J0093,0.0,-1.3,0,1,0,
C0353,J0020,0.0,0.2,0,1,0,
C0353,J0066,0.0,-0.3,0,1,0,
C0353,J0100,0.0,-4.3,1,1,0,
C0354,J0114,0.2,4.0,0,1,1,25.0
C0354,J0099,0.0,5.0,0,1,0,
C0354,J0085,0.2,4.0,0,1,0,
C0354,J0091,0.0,-1.0,0,1,0,
C0355,J0110,0.0,-1.3,0,0,0,
C0355,J0067,0.0,-0.3,0,0,0,
C0355,J0091,0.0,-6.3,0,0,0,
C0356,J0096,0.0,4.6,0,1,0,
C0356,J0085,0.0,3.6,0,1,0,
C0356,J0121,0.0,5.1,0,1,0,
C0356,J0026,0.0,5.1,0,1,0,
C0357,J0031,1.0,-1.0,1,1,1,9.0
C0357,J0018,1.0,0.5,1,1,1,8.0
C0358,J0140,0.0,1.8,0,0,0,
C0358,J0099,0.0,3.8,0,0,0,
C0358,J0045,0.0,1.8,0,0,1,27.0
C0358,J0089,0.0,2.8,0,0,0,
C0359,J0093,0.0,0.8,0,0,0,
C0359,J0055,0.0,1.8,0,0,0,
C0359,J0058,0.0,-2.2,0,0,0,
C0360,J0046,0.2,0.0,0,0,1,24.0
C0360,J0006,0.0,-1.0,0,0,0,
C0360,J0074,0.33,-1.0,0,0,0,
C0360,J0125,0.25,1.0,0,0,1,22.0
C0361,J0062,0.0,0.7,0,1,1,29.0
C0361,J0099,0.0,1.7,0,1,0,
C0361,J0059,0.0,2.2,0,1,1,30.0
C0361,J0033,0.0,-2.3,0,1,0,
C0362,J0020,0.0,-0.5,0,0,0,
C0362,J0149,0.0,-3.0,0,0,0,
C0362,J0127,0.0,-1.0,0,0,0,
C0362,J0108,0.25,-5.0,0,0,0,
C0363,J0075,0.0,10.0,0,1,1,34.0
C0363,J0059,0.0,10.5,0,1,0,
C0363,J0139,0.4,10.0,1,1,1,31.0
C0363,J0142,0.0,10.0,0,1,1,26.0
C0364,J0147,0.5,5.4,1,0,1,11.0
C0364,J0148,0.0,3.9,0,0,0,
C0364,J0072,0.67,3.9,1,0,1,27.0
C0365,J0054,0.0,-0.9,0,0,0,
C0365,J0080,0.0,3.6,0,0,0,
C0365,J0059,0.0,3.6,0,0,0,
C0365,J0144,0.0,3.6,0,0,1,28.0
C0366,J0058,0.75,-4.5,1,1,0,
C0366,J0135,0.2,0.0,0,1,0,
C0367,J0017,0.0,0.3,0,1,0,
C0367,J0093,1.0,-0.7,1,1,0,
C0367,J0005,1.0,-3.7,1,1,0,
C0367,J0084,0.25,-0.7,0,1,0,
C0368,J0003,0.0,1.2,0,0,0,
C0368,J0149,0.0,-0.8,0,0,0,
C0369,J0097,0.25,0.2,1,0,1,30.0
C0369,J0144,0.0,4.7,0,0,0,
C0369,J0106,0.0,0.2,0,0,0,
C0369,J0052,0.0,-1.8,0,0,0,
C0370,J0110,0.0,0.5,0,1,0,
C0370,J0111,0.0,0.5,0,1,1,19.0
C0370,J0123,0.0,-2.5,0,1,1,20.0
C0370,J0010,0.0,-0.5,0,1,0,
C0371,J0062,0.0,-1.9,0,1,0,
C0371,J0095,0.75,-2.9,1,1,1,28.0
C0371,J0037,0.0,-0.4,0,1,0,
C0372,J0143,0.0,1.7,0,1,0,
C0372,J0070,0.0,0.7,0,1,0,
C0373,J0044,0.0,-2.2,0,1,0,
C0373,J0060,0.0,-4.2,0,1,0,
C0373,J0063,0.33,0.8,1,1,1,27.0
C0373,J0058,0.0,-2.2,0,1,0,
C0374,J0063,0.0,1.8,0,0,0,
C0374,J0108,0.25,-1.2,0,0,0,
C0374,J0072,0.33,1.8,0,0,1,28.0
C0375,J0061,0.0,1.5,0,0,0,
C0375,J0103,0.0,1.0,0,0,0,
C0375,J0122,0.75,0.0,1,0,1,5.0
C0376,J0044,0.25,0.1,0,1,0,
